0.4,0.6666666666666666,0.14285714285714285,0.0,1.0,0.0,0.0,0.875
0.4,0.6666666666666666,0.14285714285714285,1.0,1.0,0.0,0.0,0.8125
0.4,0.6666666666666666,0.42857142857142855,0.0,1.0,0.0,0.0,0.875
0.4,0.6666666666666666,0.42857142857142855,1.0,1.0,0.0,0.0,0.8438
0.4,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.8438
0.4,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.8438
0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.375
0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.375
0.4,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.875
0.4,1.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.6875
0.4,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.875
0.4,1.0,0.42857142857142855,1.0,1.0,0.0,0.0,0.875
0.4,1.0,1.0,0.0,1.0,0.0,0.0,0.875
0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.8438
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.875
1.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.8438
1.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.8438
1.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.875
1.0,0.0,0.42857142857142855,1.0,1.0,0.0,0.0,0.875
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.875
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.875
1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.375
1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.6562
1.0,0.3333333333333333,0.14285714285714285,0.0,1.0,0.0,0.0,0.7188
1.0,0.3333333333333333,0.14285714285714285,1.0,1.0,0.0,0.0,0.6875
1.0,0.3333333333333333,0.42857142857142855,0.0,1.0,0.0,0.0,0.875
1.0,0.3333333333333333,0.42857142857142855,1.0,1.0,0.0,0.0,0.875
1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.875
1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.875
1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.375
1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.375
1.0,0.6666666666666666,0.14285714285714285,0.0,1.0,0.0,0.0,0.375
1.0,0.6666666666666666,0.14285714285714285,1.0,1.0,0.0,0.0,0.375
1.0,0.6666666666666666,0.42857142857142855,0.0,1.0,0.0,0.0,0.375
1.0,0.6666666666666666,0.42857142857142855,1.0,1.0,0.0,0.0,0.7812
1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.8438
1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.875
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.375
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.375
1.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.375
1.0,1.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.375
1.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.375
1.0,1.0,0.42857142857142855,1.0,1.0,0.0,0.0,0.375
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.375
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4375
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.875
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.875
0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.8125
0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.7812
0.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.875
0.0,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.875
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8125
0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.8438
0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.875
0.0,0.3333333333333333,0.14285714285714285,0.0,0.0,1.0,0.0,0.8125
0.0,0.3333333333333333,0.14285714285714285,1.0,0.0,1.0,0.0,0.8125
0.0,0.3333333333333333,0.42857142857142855,0.0,0.0,1.0,0.0,0.7812
0.0,0.3333333333333333,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.7812
0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.7188
0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.375
0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.5
0.0,0.6666666666666666,0.14285714285714285,0.0,0.0,1.0,0.0,0.8125
0.0,0.6666666666666666,0.14285714285714285,1.0,0.0,1.0,0.0,0.7812
0.0,0.6666666666666666,0.42857142857142855,0.0,0.0,1.0,0.0,0.75
0.0,0.6666666666666666,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.7188
0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.7812
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7812
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7188
0.0,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.7812
0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.7188
0.0,1.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.75
0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.75
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7812
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.875
0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.8438
0.4,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.8438
0.4,0.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.8125
0.4,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.8438
0.4,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.875
0.4,0.0,1.0,1.0,0.0,1.0,0.0,0.8438
0.4,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.8438
0.4,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.7812
0.4,0.3333333333333333,0.14285714285714285,0.0,0.0,1.0,0.0,0.8438
0.4,0.3333333333333333,0.14285714285714285,1.0,0.0,1.0,0.0,0.7812
0.4,0.3333333333333333,0.42857142857142855,0.0,0.0,1.0,0.0,0.875
0.4,0.3333333333333333,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.4,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.8438
0.4,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.8125
0.4,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.375
0.4,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.375
0.4,0.6666666666666666,0.14285714285714285,0.0,0.0,1.0,0.0,0.875
0.4,0.6666666666666666,0.14285714285714285,1.0,0.0,1.0,0.0,0.6875
0.4,0.6666666666666666,0.42857142857142855,0.0,0.0,1.0,0.0,0.875
0.4,0.6666666666666666,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
0.4,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.8125
0.4,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.8125
0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.375
0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.375
0.4,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.7812
0.4,1.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.4375
0.4,1.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.8438
0.4,1.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.8125
0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.8125
0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.8438
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.875
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8438
1.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.8438
1.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.8438
1.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.875
1.0,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.875
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.875
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.875
1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.375
1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.375
1.0,0.3333333333333333,0.14285714285714285,0.0,0.0,1.0,0.0,0.375
1.0,0.3333333333333333,0.14285714285714285,1.0,0.0,1.0,0.0,0.5312
1.0,0.3333333333333333,0.42857142857142855,0.0,0.0,1.0,0.0,0.8125
1.0,0.3333333333333333,0.42857142857142855,1.0,0.0,1.0,0.0,0.8438
1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.875
1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.875
1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.375
1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.375
1.0,0.6666666666666666,0.14285714285714285,0.0,0.0,1.0,0.0,0.375
1.0,0.6666666666666666,0.14285714285714285,1.0,0.0,1.0,0.0,0.375
1.0,0.6666666666666666,0.42857142857142855,0.0,0.0,1.0,0.0,0.375
1.0,0.6666666666666666,0.42857142857142855,1.0,0.0,1.0,0.0,0.6562
1.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.8125
1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.4688
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.375
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.375
1.0,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.375
1.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.0,0.375
1.0,1.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.375
1.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.375
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.375
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.375
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.875
0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.875
0.0,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.875
0.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
0.0,0.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.875
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.875
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.875
0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.8438
0.0,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,1.0,0.875
0.0,0.3333333333333333,0.14285714285714285,1.0,0.0,0.0,1.0,0.8438
0.0,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,1.0,0.8438
0.0,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,1.0,0.8125
0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.8438
0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.8125
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.875
0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.8438
0.0,0.6666666666666666,0.14285714285714285,0.0,0.0,0.0,1.0,0.8438
0.0,0.6666666666666666,0.14285714285714285,1.0,0.0,0.0,1.0,0.8438
0.0,0.6666666666666666,0.42857142857142855,0.0,0.0,0.0,1.0,0.8125
0.0,0.6666666666666666,0.42857142857142855,1.0,0.0,0.0,1.0,0.7812
0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.8125
0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.6875
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8438
0.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.8438
0.0,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.8438
0.0,1.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.8438
0.0,1.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.7188
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8125
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75
0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.875
0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.875
0.4,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.8125
0.4,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.875
0.4,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
0.4,0.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.875
0.4,0.0,1.0,1.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.9062
0.4,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,0.14285714285714285,1.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,1.0,0.8438
0.4,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.875
0.4,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.8125
0.4,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.8438
0.4,0.6666666666666666,0.14285714285714285,0.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,0.14285714285714285,1.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.875
0.4,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.875
0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.8438
0.4,1.0,0.0,1.0,0.0,0.0,1.0,0.8125
0.4,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.875
0.4,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.875
0.4,1.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
0.4,1.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
0.4,1.0,1.0,0.0,0.0,0.0,1.0,0.8438
0.4,1.0,1.0,1.0,0.0,0.0,1.0,0.875
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.875
1.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.8438
1.0,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.8438
1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
1.0,0.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.875
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.875
1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.7812
1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.7188
1.0,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,1.0,0.8438
1.0,0.3333333333333333,0.14285714285714285,1.0,0.0,0.0,1.0,0.8125
1.0,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,1.0,0.875
1.0,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.875
1.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.875
1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.7188
1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.375
1.0,0.6666666666666666,0.14285714285714285,0.0,0.0,0.0,1.0,0.375
1.0,0.6666666666666666,0.14285714285714285,1.0,0.0,0.0,1.0,0.5938
1.0,0.6666666666666666,0.42857142857142855,0.0,0.0,0.0,1.0,0.7812
1.0,0.6666666666666666,0.42857142857142855,1.0,0.0,0.0,1.0,0.875
1.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.875
1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.875
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.375
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.375
1.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.375
1.0,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.375
1.0,1.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.375
1.0,1.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.8125
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.875
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8438
